translator,no,bertscore,rhymeSchemeSimilarityF1,rhymeSchemeSimilarityPrecision,rhymeSchemeSimilarityRecall
30_shakespeare_d,5,0.8823301916157653,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_d,6,0.8816870481985346,0.5454545454545454,0.75,0.42857142857142855
30_shakespeare_d,7,0.8846325376667837,0.6,1.0,0.42857142857142855
30_shakespeare_d,8,0.8849669403294737,0.923076923076923,1.0,0.8571428571428571
30_shakespeare_d,9,0.8859265647945235,0.923076923076923,1.0,0.8571428571428571
30_shakespeare_d,10,0.8911888706918123,0.6,1.0,0.42857142857142855
30_shakespeare_d,11,0.8723613605819494,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_d,12,0.8838924905241713,0.6666666666666666,0.8,0.5714285714285714
30_shakespeare_d,13,0.909176909394894,0.4444444444444445,1.0,0.2857142857142857
30_shakespeare_d,14,0.8960252383146106,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_d,15,0.8934172149243419,0.923076923076923,1.0,0.8571428571428571
30_shakespeare_d,16,0.8943496033403504,0.6,1.0,0.42857142857142855
30_shakespeare_d,17,0.8882052153812846,0.6153846153846153,0.6666666666666666,0.5714285714285714
30_shakespeare_d,18,0.901673540796863,0.7142857142857143,0.7142857142857143,0.7142857142857143
30_shakespeare_d,19,0.8879153587929602,0.7272727272727273,1.0,0.5714285714285714
30_shakespeare_d,20,0.8662554007810617,0.22222222222222224,0.5,0.14285714285714285
30_shakespeare_d,21,0.8924182032377092,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_d,22,0.9062120857314482,0.6,1.0,0.42857142857142855
30_shakespeare_d,23,0.8894265500136214,0.7272727272727273,1.0,0.5714285714285714
30_shakespeare_d,24,0.8979920797568586,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_d,25,0.8969224249981672,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_d,26,0.8889698618724754,0.7142857142857143,0.7142857142857143,0.7142857142857143
30_shakespeare_d,27,0.8923192956994139,0.5,0.6,0.42857142857142855
30_shakespeare_d,28,0.8811523343803503,0.36363636363636365,0.5,0.2857142857142857
30_shakespeare_d,29,0.8807340215975517,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_g,0,0.8802479069635322,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_g,1,0.8803653013122427,1.0,1.0,1.0
30_shakespeare_g,2,0.8801776948848244,0.7272727272727273,1.0,0.5714285714285714
30_shakespeare_g,3,0.8682032875366581,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_g,4,0.8722711176692055,0.6,1.0,0.42857142857142855
30_shakespeare_g,5,0.8669775665626602,0.6,1.0,0.42857142857142855
30_shakespeare_g,6,0.8589311130442654,0.6250000000000001,0.5555555555555556,0.7142857142857143
30_shakespeare_g,7,0.8885296368841098,1.0,1.0,1.0
30_shakespeare_g,8,0.8821533787322349,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_g,9,0.8668088068371168,0.923076923076923,1.0,0.8571428571428571
30_shakespeare_g,10,0.8621151446454729,1.0,1.0,1.0
30_shakespeare_g,11,0.8793849607531548,0.75,0.6666666666666666,0.8571428571428571
30_shakespeare_g,12,0.8735843247828473,0.923076923076923,1.0,0.8571428571428571
30_shakespeare_g,13,0.8896498981513391,0.923076923076923,1.0,0.8571428571428571
30_shakespeare_g,14,0.8837720456992681,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_g,15,0.886502494085932,0.6250000000000001,0.5555555555555556,0.7142857142857143
30_shakespeare_g,16,0.8900586620580279,0.75,0.6666666666666666,0.8571428571428571
30_shakespeare_g,17,0.9075753724775566,0.5454545454545454,0.75,0.42857142857142855
30_shakespeare_g,18,0.8949485934620914,0.8235294117647058,0.7,1.0
30_shakespeare_g,19,0.88724478991457,0.6,1.0,0.42857142857142855
30_shakespeare_g,20,0.8808574161146181,0.923076923076923,1.0,0.8571428571428571
30_shakespeare_g,21,0.8795387778157002,0.42857142857142855,0.42857142857142855,0.42857142857142855
30_shakespeare_g,22,0.8946385549148309,0.7272727272727273,1.0,0.5714285714285714
30_shakespeare_g,23,0.8883764511767918,0.7058823529411764,0.6,0.8571428571428571
30_shakespeare_g,24,0.8797681223553729,1.0,1.0,1.0
30_shakespeare_g,25,0.8894680144257328,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_g,26,0.8863598791714395,0.5714285714285714,0.42857142857142855,0.8571428571428571
30_shakespeare_g,27,0.8738093754111924,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_g,28,0.8825189689880342,0.923076923076923,1.0,0.8571428571428571
30_shakespeare_g,29,0.875415484731649,0.8333333333333333,1.0,0.7142857142857143
30_shakespeare_deepl,0,0.9171722559030959,0.0,1.0,0.0
30_shakespeare_deepl,1,0.9425132926224897,0.0,1.0,0.0
30_shakespeare_deepl,2,0.9322714253911267,0.0,1.0,0.0
30_shakespeare_deepl,3,0.9183732867878264,0.25,1.0,0.14285714285714285
30_shakespeare_deepl,4,0.9248217365995556,0.0,1.0,0.0
30_shakespeare_deepl,5,0.9336555707409715,0.0,1.0,0.0
30_shakespeare_deepl,6,0.9031069097547434,0.25,1.0,0.14285714285714285
30_shakespeare_deepl,7,0.9276808639824116,0.0,1.0,0.0
30_shakespeare_deepl,8,0.9367865029828973,0,0.0,0.0
30_shakespeare_deepl,9,0.927257763920161,0,0.0,0.0
30_shakespeare_deepl,10,0.9288611359070197,0.0,1.0,0.0
30_shakespeare_deepl,11,0.9222900249094944,0.0,1.0,0.0
30_shakespeare_deepl,12,0.931393817369228,0.0,1.0,0.0
30_shakespeare_deepl,13,0.9432426807771009,0.0,1.0,0.0
30_shakespeare_deepl,14,0.9321634275877718,0.0,1.0,0.0
30_shakespeare_deepl,15,0.9478862475586114,0.0,1.0,0.0
30_shakespeare_deepl,16,0.9477320276318393,0.0,1.0,0.0
30_shakespeare_deepl,17,0.9466844257594201,0.0,1.0,0.0
30_shakespeare_deepl,18,0.9516714503753266,0.0,1.0,0.0
30_shakespeare_deepl,19,0.9399089542163221,0.0,1.0,0.0
30_shakespeare_deepl,20,0.9315396865962511,0.0,1.0,0.0
30_shakespeare_deepl,21,0.9203359843475803,0.0,1.0,0.0
30_shakespeare_deepl,22,0.9510798248166668,0.0,1.0,0.0
30_shakespeare_deepl,23,0.9348101972701311,0.0,1.0,0.0
30_shakespeare_deepl,24,0.9377325672528399,0.0,1.0,0.0
30_shakespeare_deepl,25,0.9290388546495373,0.0,1.0,0.0
30_shakespeare_deepl,26,0.9344580034800204,0.0,1.0,0.0
30_shakespeare_deepl,27,0.9280297650039887,0.0,1.0,0.0
30_shakespeare_deepl,28,0.9315084870176622,0.0,1.0,0.0
30_shakespeare_deepl,29,0.9326476186825982,0.0,1.0,0.0
